NAME,MSINI,RA,DEC,A,PER,ECC,OM,T0,MSTAR,STAR,RSTAR,TEFF
Kepler-235 c,,19.07193889,39.27831944,0.0771364,7.824904,,90,2454969.556,,Kepler-235,0.554,4255
Kepler-146 c,,19.60738056,38.71023056,0.353393,76.732171,,90,2455033.671,,Kepler-146,1.208,5948
Kepler-372 d,,19.41708056,49.25895,0.189342,30.092568,,90,2454982.031,,Kepler-372,1.137,6509
Kepler-156 b,,19.3531,37.74948889,0.0570224,4.973456,,90,2455003.885,,Kepler-156,0.807,5094
HD 38529 b,0.803263,5.776377778,1.168538889,0.1272,14.310195,0.243663,95.3538,2454384.815,1.34,HD 38529,2.02418,5674
Kepler-393 c,,19.39968056,45.19221111,0.11698,14.613612,,90,2454973.412,,Kepler-393,1.382,6189
Kepler-136 c,,19.76448889,42.59878889,0.126325,16.399235,,90,2454964.969,,Kepler-136,1.355,6165
BD +20 2457 c,6.90191,10.27912861,19.89136111,1.45701,621.99,0.18,126.02,2453866.95,1.06,BD +20 2457,32.9639,4259
Kepler-144 b,,18.79438056,42.77551111,0.0637947,5.885273,,90,2455007.426,,Kepler-144,1.235,6075
HD 22781 b,13.8403,3.680416667,31.82651944,1.16847,528.07,0.8191,315.92,2454881.4,0.75,HD 22781,0.720445,5027
Kepler-208 d,,19.59268056,42.52796944,0.09757,11.131786,,90,2454956.295,,Kepler-208,1.314,6092
Kepler-286 e,,19.37841111,48.29428889,0.185669,29.221289,,90,2454972.33,,Kepler-286,0.863,5580
Kepler-351 b,,19.09685,42.65788056,0.217522,37.054919,,90,2455033.2,,Kepler-351,0.854,5643
HD 120084 b,4.4772,13.71093889,78.064325,4.26892,2082,0.66,117,2450774,2.39,HD 120084,10.9537,4892
Kepler-89 d,0.302867,19.82220389,41.89111111,0.173437,23.342989,0.022,,,1.277,Kepler-89,1.52,6182
Kepler-387 b,,19.18655,45.65671111,0.0701869,6.791636,,90,2454969.487,,Kepler-387,1.046,5774
HD 20868 b,2.00901,3.345136112,-33.73033611,0.947319,380.85,0.75,356.2,2454451.52,0.78,HD 20868,1.15581,4795
HAT-P-9 b,0.775153,7.3445775,37.14058333,0.0528645,3.92289,0,90,2454417.908,1.28,HAT-P-9,1.32,6350
Kepler-410 A b,,18.87671194,45.13980556,0.142508,17.833648,0.17,,,1.214,Kepler-410 A,1.352,
Kepler-33 e,,19.27183667,46.00519444,0.213825,31.7844,0,90,2454968.8,1.291,Kepler-33,1.82,5904
Kepler-216 c,,19.58186944,46.12915,0.131447,17.406669,,90,2455004.006,,Kepler-216,1.26,6091
Kepler-365 c,,19.70843889,49.13043056,0.13334,17.784129,,90,2454979.905,,Kepler-365,1.048,6012
Kepler-19 b,,19.36138944,37.85177778,0.0845828,9.2869944,0,90,2454959.706,0.936,Kepler-19,0.85,5541
Kepler-130 b,,19.23003889,40.24533056,0.0812393,8.457458,,90,2454972.067,,Kepler-130,1.127,5884
Kepler-160 c,,19.1849,42.86928056,0.112047,13.699087,,90,2455004.487,,Kepler-160,0.884,5857
Kepler-207 c,,19.33536944,42.16605,0.0413536,3.071571,,90,2454966.304,,Kepler-207,1.588,5920
Kepler-284 b,,19.5431,47.72965,0.106526,12.699149,,90,2455017.985,,Kepler-284,0.814,5615
Kepler-326 b,,19.6217,46.00225,0.0335877,2.248329,,90,2454966.424,,Kepler-326,0.801,5105
HD 107148 b,0.212171,12.32042222,-3.319672222,0.270013,48.056,0.05,75,2439969,1.137,HD 107148,1.04161,5797.24
Kepler-200 c,,18.96066111,41.23746111,0.0921796,10.222157,,90,2454968.891,,Kepler-200,0.944,5678
Kepler-95 b,,18.96549722,44.39802778,0.102439,11.5231,0,,,1.08,Kepler-95,1.41,5699
Kepler-280 c,,19.42603056,42.18058889,0.0557436,4.807091,,90,2454967.642,,Kepler-280,0.886,5744
KIC 11442793 e,,18.96223278,49.30513889,0.423643,91.93913,,,,1.2,KIC 11442793,1.2,6080
Kepler-249 d,,19.799,43.65851944,0.120974,15.368459,,90,2454980.389,,Kepler-249,0.482,3568
51 Peg b,0.461143,22.95773611,20.76868333,0.0521068,4.230785,0.013,58,2450001.51,1.054,51 Peg,1.02451,5786.68
WASP-60 b,0.511799,23.77777333,31.15594444,0.0531121,4.3050011,0,90,2455747.03,1.078,WASP-60,1.14,5900
Kepler-99 b,0.0203553,19.82360028,41.30002778,0.0500668,4.60358,0,90,,0.79,Kepler-99,0.73,4782
Kepler-125 c,,19.88388056,47.60493889,0.0629914,5.774464,,90,2454965.961,,Kepler-125,0.512,3810
Kepler-319 c,,19.25413056,39.77066111,0.0712147,6.941357,,90,2454970.543,,Kepler-319,0.903,5526
Kepler-153 b,,18.8307,48.25711944,0.138715,18.870227,,90,2455011.71,,Kepler-153,0.892,5404
55 Cnc f,0.172877,8.876702778,28.33138889,0.773567,261.2,0.32,139,2450080.911,0.905,55 Cnc,0.943,5196
Kepler-238 d,,19.19313889,40.63781944,0.109494,13.233549,,90,2454973.322,,Kepler-238,1.43,5751
Kepler-153 c,,18.8307,48.25711944,0.254528,46.90232,,90,2454987.307,,Kepler-153,0.892,5404
HD 212301 b,0.39615,22.45853056,-77.7177,0.034116,2.245715,0,0,2453549.195,1.05,HD 212301,,5997.91
Kepler-295 c,,19.02306111,45.36778056,0.151444,21.526258,,90,2454965.287,,Kepler-295,0.898,5603
HAT-P-15 b,1.9513,4.416537222,39.46063889,0.0964692,10.863502,0.19,262,2454632.8,1.013,HAT-P-15,1.08,5568
Kepler-24 e,,19.36088056,38.34375,0.139343,18.998355,,90,2454977.744,,Kepler-24,1.289,5897
HD 209458 b,0.68851,22.05298611,18.88436389,0.047235,3.52474859,0,0,2452826.629,1.131,HD 209458,1.155,6065
HD 102272 b,4.10898,11.77320556,14.12396944,0.512595,127.58,0.05,118,2452146,1.1,HD 102272,12.7057,4807
HD 181433 b,0.0237331,19.41941667,-66.46937222,0.0800943,9.3743,0.396,202,2454542,0.78,HD 181433,1.00831,4962
HD 187123 b,0.510056,19.78278056,34.419825,0.042091,3.0965828,0.0102736,24.5363,2454343.116,1.037,HD 187123,1.14277,5814.99
HD 108147 b,0.257999,12.42958611,-64.02193889,0.101407,10.8985,0.53,308,2450828.86,1.171,HD 108147,1.29703,6156.24
Kepler-82 c,,19.52489167,42.96613889,0.256743,51.538,,,,0.85,Kepler-82,0.9,5512
WASP-61 b,2.05477,5.019976667,-26.05413889,0.0514489,3.8559,0,90,2455859.528,1.22,WASP-61,1.36,6250
Kepler-58 b,,19.75724361,39.11516667,0.0905953,10.2184954,,,,0.95,Kepler-58,1.03,5843
eta Cet b,2.5485,1.143127777,-10.18192778,1.28444,407.5,0.155,244.7,,1.7,eta Cet,14.3,4528
Kepler-379 b,,19.71341111,38.94583056,0.144671,20.09838,,90,2455040.576,,Kepler-379,1.306,6054
Kepler-376 b,,19.44048056,38.41038889,0.0566146,4.920199,,90,2454968.408,,Kepler-376,1.175,5900
HD 215497 c,0.327524,22.77689167,-56.59938611,1.28243,567.94,0.49,45,2455003.48,0.872,HD 215497,1.10659,5113
Kepler-225 b,,19.4796,47.45708889,0.0698236,6.738975,,90,2454968.277,,Kepler-225,0.48,3682
CoRoT-17 b,2.45898,18.57994833,-6.61225,0.0480499,3.7681,0,90,2454923.309,1.04,CoRoT-17,1.5121,5740
HD 20794 d,0.0147932,3.33145,-43.07155,0.349781,90.309,0,0,2454779.34,0.7,HD 20794,1.22683,5401
xi Aql b,1.77912,19.90411667,8.46165,0.53813,136.75,0,0,2453001.7,1.11,xi Aql,10.45,4714
HD 33564 b,9.12785,5.37605,79.23075556,1.1241,388,0.34,205,2452603,1.25,HD 33564,,6250
HD 40979 b,4.02224,6.074963889,44.26081389,0.846038,264.15,0.252,323.4,2453919,1.154,HD 40979,1.27973,6089.29
GJ 581 c,0.0167756,15.32431944,-7.722038889,0.0729238,12.9182,0.07,235,2454763,0.31,GJ 581,0.299,3498
HD 10180 c,0.0415054,1.631552778,-60.51154167,0.0641175,5.75962,0.077,279,2454001.496,1.06,HD 10180,1.10851,5911
WASP-31 b,0.477154,11.2959325,-19.05477778,0.0466223,3.405909,0,90,2455189.283,1.165,WASP-31,1.252,6302
HD 134987 c,0.804926,15.22470278,-25.30916389,5.82513,5000,0.12,195,2451100,1.054,HD 134987,1.16572,5749.68
Kepler-102 d,0.0126441,18.7655,47.20777778,0.0860714,10.3117,0,,,0.8,Kepler-102,0.74,4903
Kepler-164 d,,19.18538889,47.62991111,0.184674,28.986769,,90,2454967.783,,Kepler-164,1.148,5888
HD 40307 b,0.0129071,5.901194444,-60.023325,0.0468927,4.3115,0,0,2454562.77,0.74,HD 40307,0.839223,4977
Kepler-199 c,,19.70396111,40.23626944,0.323142,67.093408,,90,2454979.566,,Kepler-199,0.967,5644
Kepler-344 b,,19.49998056,46.32441111,0.15349,21.963945,,90,2454966.036,,Kepler-344,0.976,5774
Kepler-132 b,,18.88238889,41.34303889,0.0658943,6.178196,,90,2455001.862,,Kepler-132,1.178,6003
iota Dra b,9.31534,15.41549444,58.96602222,1.31029,511.098,0.7124,91.58,2452014.59,1.14,iota Dra,11.99,4528
HD 108874 b,1.2902,12.50744444,22.88004444,1.03527,394.48124,0.1276,219.356,2454045.049,0.95,HD 108874,1.12115,5550.95
Kepler-250 d,,19.30631944,44.14195,0.132661,17.648312,,90,2454966.545,,Kepler-250,0.805,5160
Kepler-256 d,,19.50536111,46.09738889,0.0634611,5.839172,,90,2454965.088,,Kepler-256,1.301,5551
Kepler-187 b,,19.98643056,44.08931111,0.0567577,4.938864,,90,2454968.952,,Kepler-187,1.287,6105
HD 4732 b,2.37727,0.820527778,-24.13652778,1.19218,360.2,0.13,85,2454967,1.74,HD 4732,5.55146,4959
Kepler-374 d,,19.60918889,42.3705,0.0574402,5.028219,,90,2454967.107,,Kepler-374,0.911,5977
Kepler-383 c,,19.42283889,38.36313056,0.193962,31.200751,,90,2454973.076,,Kepler-383,0.672,4710
HD 23596 b,7.74272,3.800091667,40.53058333,2.77219,1561,0.266,272.6,2453162,1.159,HD 23596,1.96615,5903.55
Kepler-295 b,,19.02306111,45.36778056,0.106224,12.645164,,90,2454971.625,,Kepler-295,0.898,5603
Kepler-171 d,,19.78478889,41.75553889,0.227355,39.595519,,90,2455001.119,,Kepler-171,0.839,5642
HD 25171 b,0.956204,3.930344445,-65.18687222,3.03064,1845,0.08,96,2455301,1.09,HD 25171,1.06877,6160
HD 83443 b,0.395855,9.619947222,-43.27191111,0.0404623,2.985698,0.013,117,2451211.79,0.991,HD 83443,0.942509,5453.4
Kepler-287 b,,19.39516111,48.44355,0.145838,20.342199,,90,2454970.699,,Kepler-287,1.032,5806
WASP-36 b,2.25537,8.772027222,-8.026944444,0.0262601,1.5373653,0,90,2455569.837,1.02,WASP-36,0.943,5881
Kepler-213 c,,19.38828056,44.64718056,0.0558662,4.822962,,90,2454967.436,,Kepler-213,1.195,5696
Kepler-268 b,,19.46508056,38.05508056,0.17147,25.934138,,90,2454982.762,,Kepler-268,1.274,6081
HD 43691 b,2.49717,6.326294444,41.09243611,0.241901,36.959999,0.14,290,2454046.6,1.38,HD 43691,1.34586,6200
Kepler-204 b,,19.02315,41.76191944,0.115842,14.400974,,90,2455007.986,,Kepler-204,1.238,5812
Kepler-149 c,,19.05691111,38.38411944,0.284166,55.328328,,90,2455019.327,,Kepler-149,0.953,5381
30 Ari B b,9.87792,2.616011111,24.64809444,0.99475,335.1,0.289,307,2454538,1.16,30 Ari B,1.02283,6300
HAT-P-6 b,1.05632,23.65161278,42.46597222,0.0523738,3.852985,0,90,2454035.676,1.29,HAT-P-6,1.46,6570
Kepler-35 b,,19.63313194,46.68975,0.48628,131.458,0.042,11.6336,2454920.3,0.8877,Kepler-35,1.0284,
Kepler-397 b,,19.72626944,42.38045,0.154824,22.250949,,90,2454982.431,,Kepler-397,0.767,5307
Kepler-129 c,,19.02075,47.84856111,0.369989,82.20017,,90,2455041.79,,Kepler-129,1.641,5770
Kepler-398 c,,19.43123889,40.34385,0.0992436,11.419412,,90,2454975.118,,Kepler-398,0.613,4493
Kepler-211 b,,19.02928056,43.16848056,0.0504476,4.138575,,90,2454965.016,,Kepler-211,0.816,5123
Kepler-242 b,,19.10438056,41.8084,0.0796077,8.20395,,90,2455002.691,,Kepler-242,0.85,5020
Kepler-138 b,,19.35876944,43.29298889,0.0927211,10.312364,,90,2454966.544,,Kepler-138,0.528,4079
Kepler-389 b,,19.464,44.90001944,0.0428881,3.244107,,90,2454965.944,,Kepler-389,0.792,5376
PSR B1257+12 A,,13.00099361,12.68233333,0.168494,25.262,0,90,2449765.1,,PSR B1257+12,,
BD -08 2823 c,0.328101,10.01331667,-9.516741667,0.679166,237.6,0.19,127,2454193,0.74,BD -08 2823,1.27853,4746
4 UMa b,7.13242,8.67025,64.32787222,0.876999,269.29999,0.432,23.81,2452987.394,1.234,4 UMa,34.6101,4415
Qatar-1 b,1.08272,20.22544861,65.16207778,0.0234308,1.420033,0,90,2455518.41,0.85,Qatar-1,0.823,4861
HD 10697 b,6.23505,1.748847222,20.08340556,2.13177,1075.2,0.099,111.2,2451480,1.112,HD 10697,1.54131,5680.44
Kepler-194 b,,19.46476111,47.86416944,0.032015,2.092281,,90,2454966.06,,Kepler-194,1.025,6089
Kepler-221 d,,19.77698056,46.83526944,0.0910907,10.04156,,90,2454970.085,,Kepler-221,0.821,5243
Kepler-338 d,,18.86526111,40.78435,0.245507,44.431014,,90,2454976.542,,Kepler-338,1.735,5923
Kepler-32 e,,19.85616028,46.57425,0.0323795,2.896,,,2454966.61,0.54,Kepler-32,0.53,3793
HD 113337 b,2.83,13.02976389,63.61016389,1.03346,324,0.46,219.2,2456074.5,1.4,HD 113337,1.5,6576.58
Kepler-146 b,,19.60738056,38.71023056,0.193788,31.158799,,90,2455006.903,,Kepler-146,1.208,5948
Kepler-11 f,,19.80767278,41.90911111,0.250413,46.6888,0.013,90,2455618.271,0.961,Kepler-11,1.065,5663
BD +20 2457 b,11.8883,10.27912861,19.89136111,1.04992,379.63,0.15,207.64,2454677.03,1.06,BD +20 2457,32.9639,4259
Kepler-176 c,,19.64453056,43.85326111,0.106865,12.759712,,90,2455003.311,,Kepler-176,0.891,5232
mu Ara d,0.0345873,17.73575556,-51.83358889,0.0927843,9.6386,0.172,212.7,2452991.1,1.147,mu Ara,1.25035,5784.28
HD 3651 b,0.228975,0.656136111,21.251375,0.29472,62.218,0.596,245.5,2453932.6,0.882,HD 3651,0.934685,5220.58
KIC 11442793 d,,18.96223278,49.30513889,0.307074,56.73667,,,,1.2,KIC 11442793,1.2,6080
HD 99706 b,1.40289,11.47505,43.96679167,2.13423,868,0.37,6,2455220,1.72,HD 99706,5.26341,4932
Kepler-251 b,,19.77108056,44.10586111,0.0556186,4.790936,,90,2454969.311,,Kepler-251,0.89,5526
HD 169830 b,2.88946,18.46374444,-29.81690278,0.813279,225.62,0.31,148,2451923,1.407,HD 169830,1.80318,6221.43
Kepler-292 c,,19.71773889,42.42428056,0.0469467,3.715335,,90,2455002.792,,Kepler-292,0.826,5299
HD 175541 b,0.52763,18.928025,4.265541667,0.961227,297.3,0.33,183,2450213,1.34,HD 175541,3.07498,5111
Kepler-324 b,,19.0981,49.64901944,0.0524333,4.385315,,90,2454972.227,,Kepler-324,0.84,5194
Kepler-250 c,,19.30631944,44.14195,0.0726807,7.156804,,90,2455007.136,,Kepler-250,0.805,5160
HD 202206 c,2.33098,21.24938611,-20.78891944,2.49004,1383.4,0.267,78.99,2452435.99,1.074,HD 202206,0.985786,5787.84
Kepler-309 b,,19.83398889,46.96126111,0.0640717,5.923653,,90,2454967.682,,Kepler-309,0.721,4713
HD 145457 b,2.97219,16.16775833,26.74265833,0.762504,176.3,0.112,300,2453518,1.9,HD 145457,9.54834,4757
Kepler-261 c,,19.42431944,37.60916944,0.165407,24.570858,,90,2454968.874,,Kepler-261,0.794,5098
Kepler-336 c,,19.34918056,41.33138056,0.0884004,9.600001,,90,2454969.582,,Kepler-336,1.304,5867
HD 206610 b,1.97113,21.72358333,-7.408258333,1.53703,610,0.229,296,2454677,1.3,HD 206610,4.98482,4821
M 67 SAND 364 b,1.88274,8.83245,11.6925,0.531449,121.71,0.35,273.51,2456240.9,1.35,M 67 SAND 364,20.1708,4284
Kepler-100 b,0.0187232,19.42572222,41.99,0.072684,6.88705,0,,,1.08,Kepler-100,1.49,5825
Kepler-365 b,,19.70843889,49.13043056,0.0948224,10.664903,,90,2454965.01,,Kepler-365,1.048,6012
HD 12661 c,1.9487,2.076211111,25.41473056,2.91927,1707.8812,0.0312556,165.406,2456153.417,1.136,HD 12661,1.06782,5742.75
Kepler-12 b,0.431855,19.08289639,50.04033333,0.0556348,4.4379637,0,182,2455000.68,1.166,Kepler-12,1.483,5947
Kepler-229 d,,19.1333,48.37578889,0.233437,41.194912,,90,2454998.024,,Kepler-229,0.728,5120
KIC 11442793 c,,18.96223278,49.30513889,0.088103,8.719375,,,,1.2,KIC 11442793,1.2,6080
HAT-P-36 b,1.83475,12.55108583,44.91530556,0.0238229,1.327347,0.063,95,2455565.198,1.022,HAT-P-36,1.096,5560
WASP-35 b,0.716644,5.072118333,-6.229805555,0.0431283,3.161575,0,90,2455531.479,1.07,WASP-35,1.09,5990
HD 69830 d,0.0563373,8.306605556,-12.62976944,0.627426,197,0.07,224,2453358,0.849,HD 69830,0.921634,5360
HD 28254 b,1.1614,4.414102778,-50.62184167,2.14768,1116,0.81,301,2454049,1.06,HD 28254,1.56874,5664
HD 81688 b,2.6907,9.477775,45.60179444,0.811148,184.02,0,0,2452335.4,2.1,HD 81688,20.8234,4753
HD 210277 b,1.27275,22.15828333,-7.547561111,1.13105,442.19,0.476,119.1,2450104.3,0.986,HD 210277,0.939154,5555.23
Kepler-132 c,,18.88238889,41.34303889,0.0675669,6.414914,,90,2455002.639,,Kepler-132,1.178,6003
WTS-1 b,3.98653,19.59954722,36.290325,0.0466301,3.352059,0.05,,2454318.747,1.2,WTS-1,1.15,6250
Kepler-322 b,,18.75658889,44.29523889,0.0273702,1.653888,,90,2454965.192,,Kepler-322,0.89,5388
Kepler-51 b,,19.76531833,49.93766667,0.248169,45.1555023,,,,1,Kepler-51,0.91,5803
Kepler-252 b,,19.70528889,44.54596111,0.0693352,6.668391,,90,2454970.435,,Kepler-252,0.549,4208
XO-1 b,0.918265,16.03662222,28.16955556,0.049283,3.941534,0,90,2453808.917,1.027,XO-1,0.934,5750
Kepler-63 b,,19.28174833,49.54819444,0.0869107,9.4341505,,,2455010.843,0.984,Kepler-63,0.901,5576
Kepler-33 d,,19.27183667,46.00519444,0.166175,21.77596,0,90,2455022.8,1.291,Kepler-33,1.82,5904
Kepler-287 c,,19.39516111,48.44355,0.247055,44.851896,,90,2455005.463,,Kepler-287,1.032,5806
Kepler-245 b,,19.4426,42.43631944,0.0749207,7.49019,,90,2455007.949,,Kepler-245,0.795,5100
Kepler-100 c,0,19.42573222,41.99025,0.109963,12.8159,0,,,1.08,Kepler-100,1.49,5825
Kepler-180 c,,19.70476111,49.77458056,0.236039,41.885775,,90,2455011.687,,Kepler-180,1.063,5731
Kepler-82 e,,19.52488889,42.96613889,0.063917,5.902206,,90,2454969.784,,Kepler-82,0.945,5428
Kepler-20 d,0.0236858,19.17986778,42.33869444,0.345324,77.61184,0,74.0546,2454955.434,0.912,Kepler-20,0.944,5466
Kepler-217 b,,19.53585,46.27751944,0.0600513,5.374943,,90,2455003.933,,Kepler-217,1.799,6171
Kepler-235 e,,19.07193889,39.27831944,0.251922,46.183669,,90,2454998.239,,Kepler-235,0.554,4255
Kepler-227 c,,19.46228056,48.14165,0.281042,54.418694,,90,2454995.51,,Kepler-227,1.091,5854
Kepler-169 d,,19.06666111,40.91931944,0.0805377,8.348125,,90,2454969.841,,Kepler-169,0.763,4997
Kepler-254 b,,19.21098056,45.81651111,0.0633704,5.826662,,90,2455006.01,,Kepler-254,0.91,5957
Kepler-79 e,,20.03448056,44.38158056,0.366575,81.065298,,90,2454972.529,,Kepler-79,1.403,6189
Kepler-241 b,,19.52753889,41.06091944,0.106632,12.718092,,90,2455008.354,,Kepler-241,0.668,4699
55 Cnc b,0.801471,8.876702778,28.33138889,0.113377,14.651,0.004,110,2453035,0.905,55 Cnc,0.943,5196
Kepler-380 c,,18.82631111,48.75913889,0.0758501,7.630004,,90,2454970.081,,Kepler-380,1.224,6045
Kepler-384 b,,19.06841111,44.78286944,0.156426,22.597053,,90,2454973.42,,Kepler-384,0.882,5577
Kepler-193 c,,19.76656944,46.57723889,0.26808,50.697494,,90,2454974.323,,Kepler-193,1.147,6335
Kepler-368 c,,19.45866944,45.38793056,0.339899,72.379334,,90,2455012.534,,Kepler-368,2.019,5502
Kepler-102 f,0.0269906,18.7655,47.20777778,0.165339,27.4536,0,,,0.8,Kepler-102,0.74,4903
Kepler-131 c,0.0525494,19.23538944,40.94227778,0.170752,25.5169,0,90,,1.02,Kepler-131,1.03,5685
Kepler-74 b,0.665099,19.53950278,41.3555,0.0827067,7.340718,0.287,64,2454967.04,1.4,Kepler-74,1.51,6050
HD 207832 b,0.564176,21.87672222,-26.02621111,0.569755,161.97,0.13,130.8,2453081.608,0.94,HD 207832,0.901,5710
M 67 YBP 1514 b,0.397418,8.850213889,11.88653056,0.057344,5.118,0.39,327.49,2455986.3,0.96,M 67 YBP 1514,0.86358,5725
WASP-55 b,0.57116,13.58387389,-17.50352778,0.0532575,4.465633,0,90,2455737.94,1.01,WASP-55,1.06,5900
Kepler-280 b,,19.42603056,42.18058889,0.0324953,2.139542,,90,2454966.653,,Kepler-280,0.886,5744
Kepler-325 c,,19.32236111,49.82563056,0.106878,12.762172,,90,2454976.73,,Kepler-325,1.003,5752
HD 33283 b,0.330171,5.133605556,-26.79735833,0.145378,18.179001,0.48,155.8,2453017.6,1.24,HD 33283,1.45431,5995
OGLE-TR-111 b,0.548406,10.88830833,-61.40563889,0.0468733,4.0144479,0,90,2452330.449,0.852,OGLE-TR-111,0.831,5040
HD 10180 e,0.0797893,1.631552778,-60.51154167,0.269917,49.747,0.065,174,2454008.788,1.06,HD 10180,1.10851,5911
Kepler-185 b,,18.83121111,43.88991111,0.0271381,1.6329,,90,2454967.548,,Kepler-185,0.806,5208
55 Cnc d,3.54451,8.876702778,28.33138889,5.47467,4909,0.02,254,2453490,0.905,55 Cnc,0.943,5196
WASP-3 b,2.00437,18.57545139,35.66152778,0.0314948,1.846834,0,90,2454605.559,1.22,WASP-3,1.31,6400
HD 148156 b,0.847612,16.47145833,-46.31769722,2.12913,1027,0.52,35,2454707,1.22,HD 148156,0.965665,6308
Kepler-172 d,,18.89123056,41.82186111,0.117052,14.627119,,90,2454969.237,,Kepler-172,1.085,5526
Kepler-182 c,,19.32201111,50.58623889,0.147469,20.684342,,90,2455003.188,,Kepler-182,1.146,6250
TrES-5 b,1.77,20.34812528,59.44877778,0.0245157,1.4822446,0,90,2455443.252,0.893,TrES-5,0.866,5171
Kepler-49 e,,19.48631111,40.59178889,0.137369,18.596108,,90,2454974.264,,Kepler-49,0.559,4252
HD 222155 b,2.02633,23.63336944,48.99681111,5.13864,3999,0.16,137,2456319,1.13,HD 222155,1.67,5765
Kepler-399 c,,19.96678056,40.6708,0.174723,26.67569,,90,2454982.999,,Kepler-399,0.68,5502
Kepler-175 c,,19.30355,43.87618056,0.205538,34.035257,,90,2454967.423,,Kepler-175,1.01,6064
Kepler-391 c,,19.37478889,51.0573,0.146522,20.485435,,90,2454979.924,,Kepler-391,3.569,4940
HD 73526 b,2.8556,8.621258334,-41.31949444,0.646509,188.3,0.19,203,2451167.147,1.014,HD 73526,1.45542,5583.74
Kepler-200 b,,18.96066111,41.23746111,0.0821165,8.594805,,90,2455004.63,,Kepler-200,0.944,5678
HD 117207 b,1.8189,13.48923889,-35.57082222,3.73753,2597,0.144,73,2450630,1.031,HD 117207,0.951872,5723.69
Kepler-122 d,,19.40746111,39.94911111,0.151731,21.587475,,90,2454975.973,,Kepler-122,1.216,6050
HD 121504 b,1.2223,13.95486111,-56.03983889,0.328688,63.330002,0.03,265,2451450,1.18,HD 121504,0.844267,6075
HD 156846 b,11.0076,17.34288889,-19.3334,1.11751,359.51001,0.8472,52.23,2453998.09,1.43,HD 156846,1.58242,6138
Kepler-18 b,,19.87196306,44.74636111,0.0447299,3.504725,0,90,2454966.507,0.972,Kepler-18,1.108,5383
HAT-P-23 b,2.0884,20.40825667,16.76213889,0.0231971,1.212884,0.106,118,2454852.341,1.13,HAT-P-23,1.203,5905
HD 224693 b,0.714594,23.99826111,-22.42818056,0.192441,26.73,0.05,6,2453193.9,1.33,HD 224693,1.17028,6037
Kepler-388 c,,18.98853889,44.60873056,0.109844,13.297004,,90,2454973.948,,Kepler-388,0.586,4498
Kepler-246 c,,19.76556111,42.66343056,0.0978933,11.187161,,90,2454970.182,,Kepler-246,0.831,5206
HD 158038 b,1.79425,17.42927778,27.30348333,1.49788,521,0.291,334,2455491,1.65,HD 158038,5.30151,4897
Kepler-240 b,,19.41058056,40.75026944,0.0504957,4.144495,,90,2454968.927,,Kepler-240,0.739,4985
Kepler-26 c,,18.99606639,46.56652778,0.113189,17.25204,0,90,2454982.885,0.65,Kepler-26,0.59,3933
Kepler-143 c,,19.87118056,49.4126,0.176495,27.082511,,90,2455024.806,,Kepler-143,1.359,5848
GJ 179 b,0.824243,4.868233333,6.477291667,2.41241,2288,0.21,153,2455140,0.357,GJ 179,,3370
Kepler-206 b,,19.44231111,41.83386111,0.0768541,7.781987,,90,2454966.59,,Kepler-206,1.185,5764
Kepler-22 b,,19.28116472,47.88441667,0.848513,289.8623,,,,0.97,Kepler-22,0.979,5518
Kepler-68 c,0.00627171,19.40215667,49.04025,0.0907017,9.605085,0,90,2454969.381,1.079,Kepler-68,1.243,5793
Kepler-300 b,,19.68591111,48.59971944,0.0935225,10.446347,,90,2454966.278,,Kepler-300,0.9,5986
Kepler-110 c,,19.52861111,48.60281111,0.196107,31.719775,,90,2454975.821,,Kepler-110,1.149,5960
Kepler-42 d,,19.48126556,44.61933333,0.0150222,1.865169,,,,0.13,Kepler-42,0.17,3068
Kepler-357 d,,19.41621111,44.00871944,0.263841,49.499875,,90,2454972.049,,Kepler-357,0.834,5036
HD 143361 b,3.03499,16.03068889,-44.43424722,2.03474,1086,0.18,187,2453439,0.95,HD 143361,,
HD 155358 b,0.819484,17.15965833,33.35638056,0.626938,194.3,0.17,143,2451224.8,0.87,HD 155358,1.49875,5760
Kepler-134 b,,18.9826,49.5984,0.0596222,5.317429,,90,2455004.876,,Kepler-134,1.176,5983
Kepler-369 b,,19.57828056,47.90846111,0.0382537,2.732756,,90,2455187.096,,Kepler-369,0.471,3591
HD 192310 b,0.0531258,20.25460556,-27.03253611,0.322307,74.72,0.13,173,2455116.198,0.8,HD 192310,0.847025,5166
